question_id,question_text,blooms_level,subject,verb_used,difficulty
BLOOM_07517,Judge the ethical and privacy implications of running B-Trees and Indexing on personal datasets. Provide concrete examples from Computer Science.,Evaluate,Computer Science,Judge,Hard
BLOOM_07518,Identify the term 'PyTorch Autograd' as defined in standard textbooks.,Remember,Physics,Identify,Easy
BLOOM_07519,Validate the trade-offs of microservices vs monolithic architecture for CAP Theorem.,Evaluate,Chemistry,Validate,Hard
BLOOM_07520,Critique the proposed data engineering pipeline for Convolutional Neural Networks regarding data integrity. Provide concrete examples from Biology & Genomics.,Evaluate,Biology & Genomics,Recommend,Hard
BLOOM_07521,Recommend whether Kafka Streaming Queues or B-Trees and Indexing is better suited for sub-millisecond query responses. Provide concrete examples from Machine Learning.,Evaluate,Machine Learning,Recommend,Hard
BLOOM_07522,Appraise the robustness of the fault-tolerance mechanism in GraphQL vs REST APIs.,Evaluate,Computer Science,Appraise,Hard
BLOOM_07523,Design a disaster recovery plan for mission-critical enterprise systems using Redis In-Memory Caching.,Create,Software Architecture,Design,Hard
BLOOM_07524,Name the term 'OAuth 2.0 Authentication' as defined in standard textbooks. Provide concrete examples from Mathematics & Statistics.,Remember,Mathematics & Statistics,Name,Easy
BLOOM_07525,Summarize the main trade-offs associated with using OAuth 2.0 Authentication.,Understand,Mathematics & Statistics,Summarize,Easy-Medium
BLOOM_07526,Demonstrate the theoretical throughput of TensorFlow Computational Graphs when bandwidth is limited to 50 Mbps. Provide concrete examples from Electrical Engineering.,Apply,Electrical Engineering,Demonstrate,Medium
BLOOM_07527,Interpret the main trade-offs associated with using Asynchronous I/O Event Loops.,Understand,Software Architecture,Interpret,Easy-Medium
BLOOM_07528,Define four common application scenarios for Docker & Kubernetes Orchestration. Provide concrete examples from Database Systems.,Remember,Database Systems,Define,Easy
BLOOM_07529,Calculate the optimal parameters for B-Trees and Indexing given a dataset of size N=100.,Apply,Cybersecurity,Calculate,Medium
BLOOM_07530,Outline the term 'TensorFlow Computational Graphs' as defined in standard textbooks.,Remember,Cybersecurity,Outline,Easy
BLOOM_07531,Design an end-to-end framework for automated model evaluation in B-Trees and Indexing.,Create,Database Systems,Design,Hard
BLOOM_07532,Write an algorithm to Construct B-Trees and Indexing using data structures from Linear Regression & Regularization.,Apply,Cybersecurity,Construct,Medium
BLOOM_07533,Define the main differences between OAuth 2.0 Authentication and B-Trees and Indexing at a high level. Explain all assumptions made.,Remember,Software Architecture,Define,Easy
BLOOM_07534,Compare and contrast the space vs time complexity of Linear Regression & Regularization and Docker & Kubernetes Orchestration.,Analyze,Cybersecurity,Compare,Medium-Hard
BLOOM_07535,Summarize the relationship between Convolutional Neural Networks and B-Trees and Indexing in system design.,Understand,Data Engineering,Summarize,Easy-Medium
BLOOM_07536,Interpret the significance of Asynchronous I/O Event Loops in real-time data pipelines. Explain all assumptions made.,Understand,Software Architecture,Interpret,Easy-Medium
BLOOM_07537,Appraise the trade-offs of microservices vs monolithic architecture for Kafka Streaming Queues.,Evaluate,Cybersecurity,Appraise,Hard
BLOOM_07538,Outline the standard definition of Zero-Knowledge Proofs in modern systems.,Remember,Software Architecture,Outline,Easy
BLOOM_07539,Compare empirical benchmark results of Vector Embeddings & RAG across different hardware configurations.,Analyze,Cybersecurity,Compare,Medium-Hard
BLOOM_07540,Develop a comprehensive system architecture combining Linear Regression & Regularization and Consensus Protocols (Raft/Paxos).,Create,Data Engineering,Develop,Hard
BLOOM_07541,Formulate a original algorithm to solve the NP-hard constraint in Transformer Attention Heads.,Create,Business Analytics,Design,Hard
BLOOM_07542,Paraphrase why Gradient Boosting Decision Trees is preferred over RESTful Microservice Mesh for distributed processing. Provide concrete examples from Business Analytics.,Understand,Business Analytics,Paraphrase,Easy-Medium
BLOOM_07543,Apply the principles of Zero-Knowledge Proofs to solve an out-of-memory exception in big data pipelines. Explain all assumptions made.,Apply,Chemistry,Demonstrate,Medium
BLOOM_07544,Synthesize existing research on TCP/IP Packet Routing to build an improved protocol for Parquet Columnar Storage. Provide concrete examples from Computer Science.,Create,Computer Science,Devise,Hard
BLOOM_07545,Compare and contrast the space vs time complexity of Vector Embeddings & RAG and Transformer Attention Heads.,Analyze,Software Architecture,Compare,Medium-Hard
BLOOM_07546,Discuss the main trade-offs associated with using OAuth 2.0 Authentication.,Understand,Data Engineering,Discuss,Easy-Medium
BLOOM_07547,Recommend the ethical and privacy implications of running PostgreSQL Query Optimization on personal datasets.,Evaluate,Biology & Genomics,Recommend,Hard
BLOOM_07548,Propose an innovative caching strategy to reduce latency in Linear Regression & Regularization by 50%.,Create,Biology & Genomics,Design,Hard
BLOOM_07549,Examine the impact of packet loss on TensorFlow Computational Graphs execution efficiency.,Analyze,Data Engineering,Examine,Medium-Hard
BLOOM_07550,Explain the core workflow when executing Redis In-Memory Caching in production. Provide concrete examples from Database Systems.,Understand,Database Systems,Explain,Easy-Medium
BLOOM_07551,Outline the standard definition of PostgreSQL Query Optimization in modern systems. Provide concrete examples from Physics.,Remember,Physics,Outline,Easy
BLOOM_07552,Validate the statistical significance of test results obtained from Linear Regression & Regularization.,Evaluate,Electrical Engineering,Validate,Hard
BLOOM_07553,Contrast the core workflow when executing PostgreSQL Query Optimization in production. Provide concrete examples from Software Architecture.,Understand,Software Architecture,Contrast,Easy-Medium
BLOOM_07554,Examine the impact of packet loss on Transformer Attention Heads execution efficiency. Explain all assumptions made.,Analyze,Business Analytics,Compare,Medium-Hard
BLOOM_07555,Compute the optimal parameters for GraphQL vs REST APIs given a dataset of size N=1000.,Apply,Database Systems,Compute,Medium
BLOOM_07556,Assess the ethical and privacy implications of running Consensus Protocols (Raft/Paxos) on personal datasets.,Evaluate,Mathematics & Statistics,Assess,Hard
BLOOM_07557,Describe the term 'Gradient Boosting Decision Trees' as defined in standard textbooks. Provide concrete examples from Database Systems.,Remember,Database Systems,Describe,Easy
BLOOM_07558,Write an algorithm to Apply Transformer Attention Heads using data structures from Convolutional Neural Networks. Explain all assumptions made.,Apply,Electrical Engineering,Apply,Medium
BLOOM_07559,"Given a scenario with high latency, Solve Vector Embeddings & RAG to minimize processing time.",Apply,Cybersecurity,Solve,Medium
BLOOM_07560,Devise an end-to-end framework for automated model evaluation in Transformer Attention Heads.,Create,Database Systems,Devise,Hard
BLOOM_07561,Calculate step-by-step calculations to determine the complexity of GraphQL vs REST APIs. Provide concrete examples from Chemistry.,Apply,Chemistry,Calculate,Medium
BLOOM_07562,Recommend the trade-offs of microservices vs monolithic architecture for GraphQL vs REST APIs. Provide concrete examples from Biology & Genomics.,Evaluate,Biology & Genomics,Recommend,Hard
BLOOM_07563,Deconstruct and contrast the space vs time complexity of Linear Regression & Regularization and MapReduce ETL Pipelines.,Analyze,Mathematics & Statistics,Deconstruct,Medium-Hard
BLOOM_07564,Explain the significance of RESTful Microservice Mesh in real-time data pipelines.,Understand,Software Architecture,Explain,Easy-Medium
BLOOM_07565,"Given a scenario with high latency, Apply Asynchronous I/O Event Loops to minimize processing time.",Apply,Database Systems,Apply,Medium
BLOOM_07566,Implement how to scale GraphQL vs REST APIs across a multi-node cluster. Provide concrete examples from Computer Science.,Apply,Computer Science,Implement,Medium
BLOOM_07567,Define three key characteristics of Transformer Attention Heads. Explain all assumptions made.,Remember,Computer Science,Define,Easy
BLOOM_07568,Critique the proposed data engineering pipeline for Convolutional Neural Networks regarding data integrity. Provide concrete examples from Machine Learning.,Evaluate,Machine Learning,Appraise,Hard
BLOOM_07569,Contrast why Parquet Columnar Storage is preferred over Transformer Attention Heads for distributed processing.,Understand,Computer Science,Contrast,Easy-Medium
BLOOM_07570,"In your own words, Contrast the underlying mechanism of Docker & Kubernetes Orchestration. Provide concrete examples from Electrical Engineering.",Understand,Electrical Engineering,Contrast,Easy-Medium
BLOOM_07571,State four common application scenarios for PostgreSQL Query Optimization. Explain all assumptions made.,Remember,Cybersecurity,State,Easy
BLOOM_07572,Demonstrate a python script to process RESTful Microservice Mesh using streaming data streams.,Apply,Computer Science,Demonstrate,Medium
BLOOM_07573,"In your own words, Paraphrase the underlying mechanism of Zero-Knowledge Proofs.",Understand,Chemistry,Paraphrase,Easy-Medium
BLOOM_07574,Compute how to scale TensorFlow Computational Graphs across a multi-node cluster. Provide concrete examples from Machine Learning.,Apply,Machine Learning,Compute,Medium
BLOOM_07575,Discuss how MapReduce ETL Pipelines operates under high concurrency or heavy load. Explain all assumptions made.,Understand,Business Analytics,Discuss,Easy-Medium
BLOOM_07576,Interpret why CAP Theorem is preferred over Apache Spark Distributed Datasets for distributed processing.,Understand,Chemistry,Interpret,Easy-Medium
BLOOM_07577,Discuss how error handling is managed within Asynchronous I/O Event Loops.,Understand,Computer Science,Discuss,Easy-Medium
BLOOM_07578,Justify whether GraphQL vs REST APIs or CAP Theorem is better suited for sub-millisecond query responses. Provide concrete examples from Business Analytics.,Evaluate,Business Analytics,Justify,Hard
BLOOM_07579,Summarize how error handling is managed within Convolutional Neural Networks.,Understand,Physics,Summarize,Easy-Medium
BLOOM_07580,Propose an innovative caching strategy to reduce latency in CAP Theorem by 50%.,Create,Data Engineering,Synthesize,Hard
BLOOM_07581,Recall the term 'Asynchronous I/O Event Loops' as defined in standard textbooks.,Remember,Database Systems,Recall,Easy
BLOOM_07582,Judge whether PostgreSQL Query Optimization or OAuth 2.0 Authentication is better suited for sub-millisecond query responses.,Evaluate,Data Engineering,Judge,Hard
BLOOM_07583,Judge the architectural decisions made when deploying Vector Embeddings & RAG on edge devices.,Evaluate,Database Systems,Judge,Hard
BLOOM_07584,Synthesize existing research on TCP/IP Packet Routing to build an improved protocol for B-Trees and Indexing.,Create,Electrical Engineering,Construct,Hard
BLOOM_07585,Formulate a original algorithm to solve the NP-hard constraint in Zero-Knowledge Proofs.,Create,Biology & Genomics,Develop,Hard
BLOOM_07586,Recommend the cost-benefit analysis of cloud deployment for B-Trees and Indexing workloads.,Evaluate,Chemistry,Recommend,Hard
BLOOM_07587,Analyze the bottleneck performance when B-Trees and Indexing interacts with Parquet Columnar Storage. Provide concrete examples from Chemistry.,Analyze,Chemistry,Analyze,Medium-Hard
BLOOM_07588,Propose a novel fault-tolerant data pipeline for processing 10 million events/sec using OAuth 2.0 Authentication.,Create,Software Architecture,Propose,Hard
BLOOM_07589,Implement the optimal parameters for TCP/IP Packet Routing given a dataset of size N=50.,Apply,Electrical Engineering,Implement,Medium
BLOOM_07590,Design a full database schema designed to support high-throughput Garbage Collection Algorithms operations.,Create,Mathematics & Statistics,Design,Hard
BLOOM_07591,Name the standard definition of PyTorch Autograd in modern systems. Provide concrete examples from Business Analytics.,Remember,Business Analytics,Name,Easy
BLOOM_07592,"Given a scenario with high latency, Compute CAP Theorem to minimize processing time.",Apply,Data Engineering,Compute,Medium
